Ratings,Comment,Reviews
5,Super!,BEST CAMERAS PHONE❤️❤️❤️READ MORE
5,Simply awesome,NiceREAD MORE
5,Perfect product!,Superb camera beast performance value for moneyREAD MORE
5,Perfect choice,"The iPhone SE 2020 is one of the best values in phones, especially if you like the idea of owning a smaller handset.READ MORE"
1,Don't waste your money,Only purchase throughout big billion days... otherwise you ll be get foolled...because I have lost around      Rs. 11000 .....regarding thisREAD MORE
5,Fabulous!,Best budget I phone 🙂READ MORE
4,Value-for-money,Product was awesome 😎READ MORE
5,Highly recommended,Great flip card big billions day thanksREAD MORE
5,Classy product,It's amazing.READ MORE
5,Awesome,Value for money ❤️😍READ MORE
4,Wonderful,"The motherboard was dead within 5 days of using. But, Apple sent me a replacement. That was great from Apple's side. Delivery was great, on time. Just the motherboard issue really scared me. The black colour is dope. Double tap at the back to take a screenshot is a good addition, better than nothing. Fingerprint thing has a real bug, if anyone, other than u, touches the home button even once by mistake ,while you set up ur fingerprint, he can open it. That's how I was able to open my brother'...READ MORE"
4,Pretty good,Performance is stunning except battery. Battery hardly last for continuous calls of 3-4 hours. As This is second mobile for me I am happy but if this is going to be your primary one think twice before you buy or buy along with powerbank.READ MORE
5,Mind-blowing purchase,Apart from the battery this phone is excellent to use. Battery is really bad. With A13 Bionic processor the performance is amazing. Phone camera is good.READ MORE
2,Moderate,"Now days for mobile phone Important thing is Battery back up.In this phone battery back is bad, On full charge it works only 12-15 hours without more calling and usage.It has only 1821 mAh battery.READ MORE"
3,Decent product,"Hi Everyone,I am using iPhone from last 45 days.Best:Camera and display was excellent.Average:With full charge, unable use it for one day. Battery discharging very quickly when I am using for calling & YouTube.If your are looking for more battery performance, dot buy iPhone SE2020READ MORE"
5,An Excellent Phone,"A nice phone from Apple. Surprisingly, the country of origin is China. You will get an option to update phone software to iOS14. You can transfer messages, contacts, calendar using ""move to iOS"". For WhatsApp transfer, you have to use third party applications that costs around USD30. Can pay using PayPal.READ MORE"
5,Terrific purchase,awesome phone worth it to buy.READ MORE
3,Just okay,"Bad decision, rather compromise to buy a dated iPhone which looks like any old used iPhone 5, ordinary looks,.9-4 battery job. Apple must have put in recycled components from older unsold recalled units. Abandon the idea or regret.READ MORE"
5,Perfect product!,Upgraded from iPhone SE 1to this  compact and powerful phoneREAD MORE
4,Wonderful,Display is little smallREAD MORE
5,Simply awesome,Awesome productREAD MORE
3,Does the job,Camera not good but averageREAD MORE
5,Super!,Perfect for my mummy.READ MORE
4,Worth the money,Fantastic phone n camera video quality is totally amazing worth every penny but lil drawback is only battery otherwise I love itREAD MORE
5,Great product,Best Product and value for money.READ MORE
5,Must buy!,Fantastic product by Apple....Best iPhone for first time iPhone users....READ MORE
5,Terrific purchase,Very nice phone no batery issues.READ MORE
5,Great product,As usual excellentREAD MORE
5,Highly recommended,Perfect small size phoneREAD MORE
5,Terrific,GoodREAD MORE
5,Highly recommended,"Apple is my favourite, so 5 starREAD MORE"
5,Fabulous!,If you are looking for your first iPhone then go for it. Its a value for money product. Performance like iPhone 11 because it have A13 bionic chip which is same as iphone 11.READ MORE
5,Must buy!,Holds the VFM tag...best time to switch iOsREAD MORE
5,Classy product,AwesomeREAD MORE
5,Simply awesome,This product was values of the money overall good experience in this productREAD MORE
5,Awesome,fabulousREAD MORE
5,Classy product,Its a good phone for indiansREAD MORE
5,Highly recommended,Excellent phoneREAD MORE
4,Wonderful,I thought I would compromise for the battery for all other speed and technology but very very poor network reception. Not very much happy.READ MORE
5,Excellent,Very yREAD MORE
5,Simply awesome,Nyc phoneREAD MORE
4,Pretty good,Phone was good but i wish they ship it with 1080p instead of 720p. Overall its a good product.READ MORE
5,Wonderful,I love iPhone  SE...beautiful  phone Rs 35999READ MORE
2,Slightly disappointed,Very very bad battery backupREAD MORE
5,Best in the market!,Very good phone 👌👍👍READ MORE
5,Perfect product!,it's been two months and it's working great. I loved it.READ MORE
5,Worth every penny,Everything Excellent🤫READ MORE
3,Good,The phone is really good. I love taking photos on this phone. The only issue is battery life. Battery drains fast and that's a bit disappointing. Need to keep a check on the battery all the time. But truly value for money.READ MORE
5,Fabulous!,NiceREAD MORE
5,Excellent,Just amazing.READ MORE
4,Good quality product,This iPhone is choice of those who likes small handy but powerful device.  Delivery service of Flipkart seller and courier partner Delhivery is very slow and frustrating.READ MORE
5,Classy product,This Awesome mobile please go for it!!READ MORE
5,Super!,Very goodREAD MORE
4,Delightful,Awesome camera Great productREAD MORE
3,Just okay,"Battery drain quickly, lack in battery optimization and long usage......READ MORE"
4,Delightful,Superb cemra Excellent 👍Really very nice ...READ MORE
5,Awesome,Proud to own thisREAD MORE
5,Must buy!,Except smaller display got all the usual goodness of iPhone. Battery backup could be slightly better..!!!READ MORE
4,Nice product,Super awesomeREAD MORE
5,A Great Phone,"WIth over two months of usage, pretty happy with the phone.READ MORE"
5,Classy product,Best mobile phonesREAD MORE
5,Must buy!,this is just woww to say for display camera performance everything ❣️ only fault is battery twice a day need to be charged even though its charging is fast as an plus point😇READ MORE
5,Fabulous!,Apple buget phone its amazing battery life good premium feel thnks flipkart fast secure deliveryREAD MORE
5,Classy product,Had to replace my 6S.This was the only cheapest iphone available.. It's a good buy if u want to upgrade...Look and feel is as same as 6s... If u don't wanna shell out heavy $ then go for this cheap buy...READ MORE
5,Fabulous!,It’s right time to enter into Apple .  iPhone SE2020 low budget big benefits.READ MORE
5,Fabulous!,Perfect Product.READ MORE
5,Wonderful,HANDYREAD MORE
5,Worth every penny,Reviewing after a month of extensive use:An iPhone never disappointed me😀. I chose iPhone for world class performance and I made an absolutely correct choice.Thanks Steve❤️READ MORE
5,Fabulous!,Awsome blosome new 3rd generationREAD MORE
5,Fabulous!,Its a very beautiful iphone with worth of money..READ MORE
5,Terrific purchase,Nice product mobile phone is good but delivery was too late out of dateREAD MORE
5,Worth every penny,Best performance phone in this price range . Only a small fast battery drainage issue but a 10w charger will charge your phone quickly in almost 1 to 1:30 hours . Really impressedREAD MORE
5,Excellent,AwesomeREAD MORE
5,Awesome,Have been waiting for this size and performance since ages. Best of the bestREAD MORE
5,Worth every penny,Best phone small cute😘 and powerful everything is good 🥰😘READ MORE
3,Does the job,Phone features are good worth every penny u spend for this but reason I gave 3 star is not for phone but for Flipkart dealer as product came without invoice.....READ MORE
4,Delightful,Very nice product but need to improve the battery performanceREAD MORE
5,Best Budget buy,Upgraded from iPhone 6 to iPhone SE. Worth it.READ MORE
5,Wonderful,Nothing like anythingREAD MORE
4,Nice product,"Bhai kon kaha battery acha nhi hai. For normal use,its good. I m satisfiedREAD MORE"
1,Utterly Disappointed,"We purchased the product , with in a month v are not able to use the phone. Such a pathetic experience. Complete flickering.when we raised concern with Flipkart they say reach out to Apple. Don't buy from Flipkart no responsibility will be taken by them.waste of moneyREAD MORE"
5,Perfect product!,Excellent productREAD MORE
3,Does the job,"Phone is as expected and camera is improvement over my last iPhone se 1st gen. However, battery is very poor. It drains more battery on standby than my 4 year old iPhone se 1st gen.READ MORE"
5,Just wow!,Superb performanceREAD MORE
5,Best in the market!,"My first ever iPhone , looks good, but drains battery very fast, still its an iPhoneREAD MORE"
3,Fair,Awesome product....those who want to buy a budget iPhone they just go for this iPhone se 2020...... performance super.... battery life average not excellent....READ MORE
5,Great product,Powerful beast . The most powerful phone in this sizeREAD MORE
5,Perfect product!,GoodREAD MORE
5,Recommended for anyone planning to buy iPhone within 40k,"Pros:- Excellent performance- Display is good, touch is very smooth- Light weighted, and the phone is very handyCons:- Battery life (lasts just a day with normal usage, few hours with high performance games/hotspot/GPS)READ MORE"
5,Fabulous!,Fabulous phone. Feels so premium. Loving this compact form factor.READ MORE
5,Perfect product!,"Camera is awesome, battery getting drain automatically if phone not in use and non functional, after all good 👍READ MORE"
4,Wonderful,"As usual in Apple, u have to charge it two times in a dayREAD MORE"
4,Wonderful,Value for money.READ MORE
4,Good quality product,Must buy if you can compromise on battery life and screen sizeREAD MORE
5,Simply awesome,Best iphone and camera quality is very goodREAD MORE
4,Very Good,"Best iphone everCamera, battery backup and performance are good Compact and powerfulREAD MORE"
5,Excellent,Highly recommendedREAD MORE
5,Awesome,Nice phone but battery is low qualityREAD MORE
4,Good choice,"For the price of 35780 INR post HDFC offer, I believe the all new iPhone SE 2020 is a good ""secondary device"".There's absolutely no way you can use it as a primary phone as the battery is a huge bottleneck.It's an iPhone that nails all the basics apart from a small bottleneck in form of  network strength. For some strange reasons wifi network reception is underwhelming (slower wifi card).Conclusion: Not recommended.READ MORE"
